track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_electronic_prob,predicted_pop_prob,predicted_rnb_prob
2rk5DdEFF6wJ13Wrwm2sy6,00:00 (Zero O’Clock),3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,250295,2020-02-21,0,0.5660000000000001,0.5479999999999999,1,0.7285158648925281,1,0.0579,0.0802,0.0,0.11,0.196,0.6487096813891384,1,pop,0.62,0.14285714285714285,0.5714285714285714,0.2857142857142857
5hnbE5BF2e8BCk9OMR1UVC,Mikrokosmos,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,224225,2019-04-12,77,0.58,0.858,8,0.7794472876151483,1,0.114,0.125,0.0,0.0502,0.475,0.7474064411326746,1,pop,0.62,0.21428571428571427,0.5714285714285714,0.21428571428571427
5cQB9fbuQCz4muQUFkv3rR,Serendipity (Full Length Edition),3Nrfpe0tUJi4K4DXYWgMUX,BTS,2lATw9ZAVp7ILQcOKPCPqp,276707,2018-08-24,78,0.34700000000000003,0.578,8,0.6847492323439098,1,0.0626,0.445,0.0,0.231,0.226,0.2101797954688096,1,pop,0.6,0.03571428571428571,0.5714285714285714,0.39285714285714285
1GAAUZBTaIM1LwNpOJQJrZ,Boy With Luv - Japanese ver.,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1nScVw87kRJiT2bg2Kswhp,230013,2020-07-14,60,0.6729999999999999,0.855,11,0.8024564994882292,0,0.08900000000000001,0.0661,0.0,0.209,0.78,0.41438486813768327,0,electronic,0.6,0.6428571428571429,0.35714285714285715,0.0
2tdq0CeAGSfhI2l4Gwkvgx,Best Of Me,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2FTS6a6DLXMNp8flyA0HGO,227191,2017-09-18,67,0.6509999999999999,0.7559999999999999,8,0.8131832139201637,1,0.0762,0.0298,0.0,0.396,0.473,0.42695578335938167,0,electronic,0.6,0.5357142857142857,0.4642857142857143,0.0
5LCP80MqF8AqHi0WZZGuwJ,Friends,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,199338,2020-02-21,0,0.55,0.747,1,0.7794882292732854,1,0.0407,0.0668,0.0,0.0536,0.648,0.16864593460416694,1,pop,0.58,0.14285714285714285,0.6785714285714286,0.17857142857142858
7w05lsU2VLSeiT8Nukrv5M,Friends,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,199338,2020-02-21,77,0.55,0.747,1,0.7794882292732854,1,0.0407,0.0668,0.0,0.0536,0.648,0.16864593460416694,1,pop,0.58,0.14285714285714285,0.6785714285714286,0.17857142857142858
6JdS5rJvJaRA7B1tcm7kxZ,Dionysus,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,249215,2019-04-12,73,0.502,0.91,7,0.8794677584442169,1,0.107,0.04,0.0,0.319,0.588,0.7599896626835181,1,pop,0.58,0.17857142857142858,0.6785714285714286,0.14285714285714285
6ePyl2ns4b7MVYhjsj32ZK,Intro: Singularity,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2jJfnAZE6IG3oYnUv2eCj4,196998,2018-05-18,69,0.775,0.271,1,0.6189969293756397,0,0.092,0.5539999999999999,0.00285,0.11199999999999999,0.204,0.316451100801142,1,pop,0.58,0.03571428571428571,0.5714285714285714,0.39285714285714285
29QQoKCiBil8wTBeP1GDBm,Dynamite - Acoustic Remix,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2UX7xCHxzTLKuEom7VdwMJ,197993,2020-08-24,25,0.6559999999999999,0.889,1,0.782558853633572,0,0.203,0.0228,7.56e-06,0.366,0.575,0.3776258629813313,0,electronic,0.56,0.6071428571428571,0.39285714285714285,0.0
1TEEi8aHzb4tGcLJdsepb1,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,234457,2020-02-21,0,0.674,0.64,0,0.7824360286591606,0,0.0339,0.151,0.0,0.0925,0.664,0.2912661982057372,1,pop,0.56,0.25,0.4642857142857143,0.2857142857142857
3ryjLm3oupIjJFGc39naNi,dimple,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2FTS6a6DLXMNp8flyA0HGO,196776,2017-09-18,68,0.612,0.8440000000000001,5,0.8006550665301944,0,0.0756,0.142,0.0,0.287,0.653,0.5063808316617237,0,electronic,0.56,0.6071428571428571,0.35714285714285715,0.03571428571428571
0ffweDHrg4bZqdG4IfGYuo,Pied Piper,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2FTS6a6DLXMNp8flyA0HGO,245620,2017-09-18,77,0.583,0.7120000000000001,2,0.79050153531218,0,0.0326,0.2,0.0,0.268,0.7759999999999999,0.2552271133043724,1,pop,0.56,0.14285714285714285,0.6071428571428571,0.25
2SYa5Lx1uoCvyDIW4oee9b,MIC Drop,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2FTS6a6DLXMNp8flyA0HGO,238193,2017-09-18,66,0.667,0.889,6,0.7942272262026611,1,0.0918,0.00912,0.0,0.0816,0.541,0.7223015296767128,1,pop,0.56,0.14285714285714285,0.6071428571428571,0.25
4vTgx6h4seHvkuFh84JXYP,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,234457,2020-02-21,78,0.674,0.64,0,0.7824360286591606,0,0.0339,0.151,0.0,0.0925,0.664,0.2912661982057372,1,pop,0.56,0.25,0.4642857142857143,0.2857142857142857
4eVkn18rN4GguUWOsR6Use,Answer : Love Myself,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2lATw9ZAVp7ILQcOKPCPqp,251279,2018-08-24,74,0.569,0.7929999999999999,1,0.8393449334698054,1,0.0405,0.18899999999999997,0.0,0.111,0.45,0.34135295782621,1,pop,0.56,0.25,0.6428571428571429,0.10714285714285714
7r6bu5Xd0q2TK1QQMduxb8,Dynamite - Tropical Remix,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6K4chJALBBMYmXjwgvqahx,197101,2020-08-28,64,0.7290000000000001,0.8959999999999999,1,0.8574002047082906,0,0.0667,0.0295,1.52e-06,0.23399999999999999,0.62,0.3781919541220049,0,electronic,0.56,0.6071428571428571,0.32142857142857145,0.07142857142857142
3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2jJfnAZE6IG3oYnUv2eCj4,242333,2018-05-18,76,0.557,0.7190000000000001,2,0.807983623336745,0,0.0372,0.00267,0.0,0.306,0.344,0.15339223962884113,1,pop,0.56,0.14285714285714285,0.6785714285714286,0.17857142857142858
7KXEhfjwdxHVra8VcT2QHH,Skit: Billboard Music Awards Speech,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2FTS6a6DLXMNp8flyA0HGO,107062,2017-09-18,50,0.252,0.6940000000000001,0,0.3627840327533264,0,0.429,0.38,0.00020299999999999997,0.66,0.325,0.21364402712314945,2,rnb,0.54,0.2857142857142857,0.2857142857142857,0.42857142857142855
0eeeyCAGnGZInPtpkdYiPa,Jamais Vu,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,227275,2019-04-12,71,0.608,0.47,8,0.7172978505629477,1,0.0428,0.226,0.0,0.0963,0.24100000000000002,0.1749221624681574,1,pop,0.54,0.07142857142857142,0.6071428571428571,0.32142857142857145
07KegcFokV4bBD1GvO1j6L,Respect,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,237540,2020-02-21,0,0.6609999999999999,0.84,0,0.7961105424769702,1,0.11599999999999999,0.00485,0.0,0.287,0.524,0.23926580440320466,1,pop,0.54,0.21428571428571427,0.6428571428571429,0.14285714285714285
1iCJrfkx5U4DtmkazBSYVG,ON,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,246380,2020-02-21,0,0.583,0.8170000000000001,9,0.7821494370522005,0,0.0987,0.11800000000000001,0.0,0.33799999999999997,0.43799999999999994,0.3283574742490063,0,electronic,0.54,0.6071428571428571,0.35714285714285715,0.03571428571428571
3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,246816,2020-02-21,69,0.591,0.848,9,0.8128147389969292,0,0.0828,0.13699999999999998,0.0,0.37200000000000005,0.386,0.32827132994499075,0,electronic,0.54,0.5714285714285714,0.39285714285714285,0.03571428571428571
2QyuXBcV1LJ2rq01KhreMF,ON,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,246380,2020-02-21,83,0.583,0.8170000000000001,9,0.7821494370522005,0,0.0987,0.11800000000000001,0.0,0.33799999999999997,0.43799999999999994,0.3283574742490063,0,electronic,0.54,0.6071428571428571,0.35714285714285715,0.03571428571428571
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,229773,2019-04-12,85,0.645,0.862,11,0.7980757420675536,0,0.0965,0.0923,0.0,0.192,0.7979999999999999,0.4148402023160511,0,electronic,0.54,0.6428571428571429,0.32142857142857145,0.03571428571428571
37TSJmYKLxXmx8OehFpqMN,Respect,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,237540,2020-02-21,71,0.6609999999999999,0.84,0,0.7961105424769702,1,0.11599999999999999,0.00485,0.0,0.287,0.524,0.23926580440320466,1,pop,0.54,0.21428571428571427,0.6428571428571429,0.14285714285714285
